,Kernel,Kernel_iterations,warps_per_thread_block,right_matrices_per_thread,rows_per_thread,distribution_type,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
0,15169,98875,8,1,8,rectangle,multimat-right-work-distribution,8_1_8_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,15426,97214,8,1,8,triangle,multimat-right-work-distribution,8_1_8_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,24402,61477,8,1,16,rectangle,multimat-right-work-distribution,8_1_16_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,24371,61552,8,1,16,triangle,multimat-right-work-distribution,8_1_16_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,9878,151821,8,2,1,rectangle,multimat-right-work-distribution,8_2_1_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,9188,163283,8,2,1,triangle,multimat-right-work-distribution,8_2_1_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,11728,127862,8,2,4,rectangle,multimat-right-work-distribution,8_2_4_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,11381,131744,8,2,4,triangle,multimat-right-work-distribution,8_2_4_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,16296,92036,8,2,8,rectangle,multimat-right-work-distribution,8_2_8_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,16760,89500,8,2,8,triangle,multimat-right-work-distribution,8_2_8_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,26688,56201,8,2,16,rectangle,multimat-right-work-distribution,8_2_16_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,27368,54813,8,2,16,triangle,multimat-right-work-distribution,8_2_16_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,9647,155443,8,4,1,rectangle,multimat-right-work-distribution,8_4_1_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,9201,162960,8,4,1,triangle,multimat-right-work-distribution,8_4_1_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,12166,123292,8,4,4,rectangle,multimat-right-work-distribution,8_4_4_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,11473,130740,8,4,4,triangle,multimat-right-work-distribution,8_4_4_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,16587,90382,8,4,8,rectangle,multimat-right-work-distribution,8_4_8_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,17000,88225,8,4,8,triangle,multimat-right-work-distribution,8_4_8_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,26944,55664,8,4,16,rectangle,multimat-right-work-distribution,8_4_16_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,27698,54154,8,4,16,triangle,multimat-right-work-distribution,8_4_16_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,9873,151895,8,8,1,rectangle,multimat-right-work-distribution,8_8_1_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
