,Kernel,Kernel_iterations,warps_per_thread_block,right_matrices_per_thread,rows_per_thread,distribution_type,num_cuda_streams,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
5,42279,3537,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
6,42315,3509,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
7,42274,3548,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
8,42380,3546,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
9,42259,3537,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
0,62140,2394,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
1,62192,2403,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
2,61980,2404,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
3,62173,2398,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
4,62069,2405,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
5,62116,2410,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
6,62119,2410,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
7,62085,2413,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
8,62069,2408,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
9,62163,2413,4,4,1,none,20,multimat-right,4_4,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
0,45397,3246,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
1,45142,3301,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
2,45226,3316,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
3,45319,3293,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
4,45324,3270,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
5,45239,3297,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
6,45437,3291,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
7,45333,3309,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
8,45304,3296,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
9,45368,3296,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
0,39659,3722,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
1,39566,3783,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
2,39489,3786,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
3,39599,3774,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
4,39591,3752,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
5,39544,3772,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
