,Kernel,Kernel_iterations,shifts_per_thread_block,shared_mem_row_size,shared_mem_rows,strided_load,column_group_per_block,right_matrices_per_block,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
0,6745,222584,32,32,32,0,0,1,warp-per-shift-shared-memory,32_32_False_False_1,16_16_1_2,768,16,16,256,1,2,1x2,one_to_many
0,6774,221386,32,32,32,0,0,2,warp-per-shift-shared-memory,32_32_False_False_2,16_16_1_2,768,16,16,256,1,2,1x2,one_to_many
0,6780,221192,32,32,32,0,0,4,warp-per-shift-shared-memory,32_32_False_False_4,16_16_1_2,768,16,16,256,1,2,1x2,one_to_many
0,9294,161430,32,32,32,0,1,1,warp-per-shift-shared-memory,32_32_False_True_1,16_16_1_2,768,16,16,256,1,2,1x2,one_to_many
0,9286,161524,32,32,32,0,1,2,warp-per-shift-shared-memory,32_32_False_True_2,16_16_1_2,768,16,16,256,1,2,1x2,one_to_many
0,9289,161441,32,32,32,0,1,4,warp-per-shift-shared-memory,32_32_False_True_4,16_16_1_2,768,16,16,256,1,2,1x2,one_to_many
0,5659,265020,32,32,32,1,0,1,warp-per-shift-shared-memory,32_32_True_False_1,16_16_1_2,768,16,16,256,1,2,1x2,one_to_many
0,5901,254336,32,32,32,1,0,2,warp-per-shift-shared-memory,32_32_True_False_2,16_16_1_2,768,16,16,256,1,2,1x2,one_to_many
0,5755,260765,32,32,32,1,0,4,warp-per-shift-shared-memory,32_32_True_False_4,16_16_1_2,768,16,16,256,1,2,1x2,one_to_many
0,8154,183922,32,32,32,1,1,1,warp-per-shift-shared-memory,32_32_True_True_1,16_16_1_2,768,16,16,256,1,2,1x2,one_to_many
0,8471,177149,32,32,32,1,1,2,warp-per-shift-shared-memory,32_32_True_True_2,16_16_1_2,768,16,16,256,1,2,1x2,one_to_many
0,8332,179994,32,32,32,1,1,4,warp-per-shift-shared-memory,32_32_True_True_4,16_16_1_2,768,16,16,256,1,2,1x2,one_to_many
0,6725,223120,32,128,32,0,0,1,warp-per-shift-shared-memory,32_128_False_False_1,16_16_1_2,768,16,16,256,1,2,1x2,one_to_many
0,9302,161240,32,128,32,0,1,1,warp-per-shift-shared-memory,32_128_False_True_1,16_16_1_2,768,16,16,256,1,2,1x2,one_to_many
0,5630,266384,32,128,32,1,0,1,warp-per-shift-shared-memory,32_128_True_False_1,16_16_1_2,768,16,16,256,1,2,1x2,one_to_many
0,8206,182761,32,128,32,1,1,1,warp-per-shift-shared-memory,32_128_True_True_1,16_16_1_2,768,16,16,256,1,2,1x2,one_to_many
0,14178,105813,8,32,8,0,0,1,warp-per-shift-shared-memory,8_32_False_False_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,9692,154704,8,32,8,0,0,2,warp-per-shift-shared-memory,8_32_False_False_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,10042,149377,8,32,8,0,0,4,warp-per-shift-shared-memory,8_32_False_False_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,14261,105178,8,32,8,0,0,8,warp-per-shift-shared-memory,8_32_False_False_8,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,16819,89164,8,32,8,0,1,1,warp-per-shift-shared-memory,8_32_False_True_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,12350,121453,8,32,8,0,1,2,warp-per-shift-shared-memory,8_32_False_True_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,12866,116613,8,32,8,0,1,4,warp-per-shift-shared-memory,8_32_False_True_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,17291,86778,8,32,8,0,1,8,warp-per-shift-shared-memory,8_32_False_True_8,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,10617,141271,8,32,8,1,0,1,warp-per-shift-shared-memory,8_32_True_False_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,7875,190502,8,32,8,1,0,2,warp-per-shift-shared-memory,8_32_True_False_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,8349,179709,8,32,8,1,0,4,warp-per-shift-shared-memory,8_32_True_False_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,10449,143586,8,32,8,1,0,8,warp-per-shift-shared-memory,8_32_True_False_8,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,13265,113045,8,32,8,1,1,1,warp-per-shift-shared-memory,8_32_True_True_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,10555,142123,8,32,8,1,1,2,warp-per-shift-shared-memory,8_32_True_True_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,11028,136076,8,32,8,1,1,4,warp-per-shift-shared-memory,8_32_True_True_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,13103,114507,8,32,8,1,1,8,warp-per-shift-shared-memory,8_32_True_True_8,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,14176,105826,8,128,8,0,0,1,warp-per-shift-shared-memory,8_128_False_False_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,9694,154740,8,128,8,0,0,2,warp-per-shift-shared-memory,8_128_False_False_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,10041,149305,8,128,8,0,0,4,warp-per-shift-shared-memory,8_128_False_False_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,14261,105178,8,128,8,0,0,8,warp-per-shift-shared-memory,8_128_False_False_8,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,16817,89178,8,128,8,0,1,1,warp-per-shift-shared-memory,8_128_False_True_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,12353,121398,8,128,8,0,1,2,warp-per-shift-shared-memory,8_128_False_True_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,12853,116696,8,128,8,0,1,4,warp-per-shift-shared-memory,8_128_False_True_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,17309,86693,8,128,8,0,1,8,warp-per-shift-shared-memory,8_128_False_True_8,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,10619,141209,8,128,8,1,0,1,warp-per-shift-shared-memory,8_128_True_False_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,7879,190458,8,128,8,1,0,2,warp-per-shift-shared-memory,8_128_True_False_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,8351,179635,8,128,8,1,0,4,warp-per-shift-shared-memory,8_128_True_False_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,10446,143589,8,128,8,1,0,8,warp-per-shift-shared-memory,8_128_True_False_8,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,13267,113029,8,128,8,1,1,1,warp-per-shift-shared-memory,8_128_True_True_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,10556,142079,8,128,8,1,1,2,warp-per-shift-shared-memory,8_128_True_True_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,11027,136080,8,128,8,1,1,4,warp-per-shift-shared-memory,8_128_True_True_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,13098,114564,8,128,8,1,1,8,warp-per-shift-shared-memory,8_128_True_True_8,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,13842,108373,8,256,8,0,0,1,warp-per-shift-shared-memory,8_256_False_False_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,10147,147776,8,256,8,0,0,2,warp-per-shift-shared-memory,8_256_False_False_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,10040,149362,8,256,8,0,0,4,warp-per-shift-shared-memory,8_256_False_False_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,16499,90909,8,256,8,0,1,1,warp-per-shift-shared-memory,8_256_False_True_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,12834,116865,8,256,8,0,1,2,warp-per-shift-shared-memory,8_256_False_True_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,12849,116757,8,256,8,0,1,4,warp-per-shift-shared-memory,8_256_False_True_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,10432,143813,8,256,8,1,0,1,warp-per-shift-shared-memory,8_256_True_False_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,8206,182871,8,256,8,1,0,2,warp-per-shift-shared-memory,8_256_True_False_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,8348,179754,8,256,8,1,0,4,warp-per-shift-shared-memory,8_256_True_False_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,13105,114440,8,256,8,1,1,1,warp-per-shift-shared-memory,8_256_True_True_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,10841,138400,8,256,8,1,1,2,warp-per-shift-shared-memory,8_256_True_True_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,11022,136130,8,256,8,1,1,4,warp-per-shift-shared-memory,8_256_True_True_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,11768,127484,16,32,16,0,0,1,warp-per-shift-shared-memory,16_32_False_False_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,9920,151196,16,32,16,0,0,2,warp-per-shift-shared-memory,16_32_False_False_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,8364,179311,16,32,16,0,0,4,warp-per-shift-shared-memory,16_32_False_False_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,10679,140457,16,32,16,0,0,8,warp-per-shift-shared-memory,16_32_False_False_8,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,14432,103908,16,32,16,0,1,1,warp-per-shift-shared-memory,16_32_False_True_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,12573,119299,16,32,16,0,1,2,warp-per-shift-shared-memory,16_32_False_True_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,11000,136342,16,32,16,0,1,4,warp-per-shift-shared-memory,16_32_False_True_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,13410,111906,16,32,16,0,1,8,warp-per-shift-shared-memory,16_32_False_True_8,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,9176,163415,16,32,16,1,0,1,warp-per-shift-shared-memory,16_32_True_False_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,8864,169300,16,32,16,1,0,2,warp-per-shift-shared-memory,16_32_True_False_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,7359,203791,16,32,16,1,0,4,warp-per-shift-shared-memory,16_32_True_False_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,8146,184153,16,32,16,1,0,8,warp-per-shift-shared-memory,16_32_True_False_8,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,11909,125944,16,32,16,1,1,1,warp-per-shift-shared-memory,16_32_True_True_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,11566,129700,16,32,16,1,1,2,warp-per-shift-shared-memory,16_32_True_True_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,10043,149403,16,32,16,1,1,4,warp-per-shift-shared-memory,16_32_True_True_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,10784,139076,16,32,16,1,1,8,warp-per-shift-shared-memory,16_32_True_True_8,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,11724,127956,16,128,16,0,0,1,warp-per-shift-shared-memory,16_128_False_False_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,9841,152419,16,128,16,0,0,2,warp-per-shift-shared-memory,16_128_False_False_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,8380,178980,16,128,16,0,0,4,warp-per-shift-shared-memory,16_128_False_False_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,14474,103659,16,128,16,0,1,1,warp-per-shift-shared-memory,16_128_False_True_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,12594,119095,16,128,16,0,1,2,warp-per-shift-shared-memory,16_128_False_True_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,11122,134880,16,128,16,0,1,4,warp-per-shift-shared-memory,16_128_False_True_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,9150,163851,16,128,16,1,0,1,warp-per-shift-shared-memory,16_128_True_False_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,8810,170351,16,128,16,1,0,2,warp-per-shift-shared-memory,16_128_True_False_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,7306,205319,16,128,16,1,0,4,warp-per-shift-shared-memory,16_128_True_False_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,11907,125964,16,128,16,1,1,1,warp-per-shift-shared-memory,16_128_True_True_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,11495,130490,16,128,16,1,1,2,warp-per-shift-shared-memory,16_128_True_True_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,9864,152021,16,128,16,1,1,4,warp-per-shift-shared-memory,16_128_True_True_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,11881,126298,16,256,16,0,0,1,warp-per-shift-shared-memory,16_256_False_False_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,14608,102652,16,256,16,0,1,1,warp-per-shift-shared-memory,16_256_False_True_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,9297,161323,16,256,16,1,0,1,warp-per-shift-shared-memory,16_256_True_False_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,12005,124922,16,256,16,1,1,1,warp-per-shift-shared-memory,16_256_True_True_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,12753,117689,32,32,32,0,0,1,warp-per-shift-shared-memory,32_32_False_False_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,11147,134563,32,32,32,0,0,2,warp-per-shift-shared-memory,32_32_False_False_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,8500,176420,32,32,32,0,0,4,warp-per-shift-shared-memory,32_32_False_False_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,15497,96777,32,32,32,0,1,1,warp-per-shift-shared-memory,32_32_False_True_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,13852,108286,32,32,32,0,1,2,warp-per-shift-shared-memory,32_32_False_True_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,11197,133949,32,32,32,0,1,4,warp-per-shift-shared-memory,32_32_False_True_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,9926,150995,32,32,32,1,0,1,warp-per-shift-shared-memory,32_32_True_False_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,9374,160052,32,32,32,1,0,2,warp-per-shift-shared-memory,32_32_True_False_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,7205,208158,32,32,32,1,0,4,warp-per-shift-shared-memory,32_32_True_False_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,12648,118544,32,32,32,1,1,1,warp-per-shift-shared-memory,32_32_True_True_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,12096,124020,32,32,32,1,1,2,warp-per-shift-shared-memory,32_32_True_True_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,9945,150796,32,32,32,1,1,4,warp-per-shift-shared-memory,32_32_True_True_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,12751,117656,32,128,32,0,0,1,warp-per-shift-shared-memory,32_128_False_False_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
