,Forward FFT,Forward FFT_iterations,Hadamard,Hadamard_iterations,Inverse FFT,Inverse FFT_iterations,Allocation,Allocation_iterations,Plan,Plan_iterations,hadamard_threads_per_block,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
6,8254,19018,1837,81277,7799,20143,164637,1,4395528,1,256,fft,,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
7,8253,19019,1835,81259,7800,20173,79357,1,3667397,1,256,fft,,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
8,8255,19017,1833,81304,7811,20122,85248,1,4271458,1,256,fft,,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
9,8268,18985,1829,81241,7811,20118,130613,1,4365710,1,256,fft,,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
10,8266,18995,1829,81331,7807,20148,80228,1,4015598,1,256,fft,,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
11,8266,18993,1828,81340,7800,20146,223411,1,4929123,1,256,fft,,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
12,8253,19018,1836,81494,7809,20127,79039,1,4266032,1,256,fft,,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
13,8266,18990,1833,81331,7809,20125,79028,1,5008792,1,256,fft,,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
14,8267,18990,1832,81308,7799,20145,161167,1,4415184,1,256,fft,,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
15,8252,19023,1829,81317,7800,20147,79242,1,4816720,1,256,fft,,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
16,8255,19015,1832,81367,7800,20148,80717,1,4626347,1,256,fft,,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
17,8253,19013,1834,81430,7811,20117,222731,1,5109840,1,256,fft,,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
18,8266,18988,1832,81182,7800,20164,98933,1,5114463,1,256,fft,,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
19,8255,19016,1830,81412,7808,20130,79717,1,3140424,1,256,fft,,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,9808,16009,1989,74998,9344,16807,93873,1,6964504,1,256,fft,,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
1,9806,16016,1987,74734,9350,16796,246533,1,5136796,1,256,fft,,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
2,9794,16024,1989,75032,9340,16809,229534,1,4162237,1,256,fft,,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
3,9802,16019,1989,75063,9348,16811,87980,1,4020941,1,256,fft,,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
4,9802,16018,1987,75017,9346,16801,224546,1,4029328,1,256,fft,,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
5,9803,16018,1989,75025,9333,16836,81014,1,4554669,1,256,fft,,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
