,Kernel,Kernel_iterations,warps_per_thread_block,shifts_per_thread,left_rows_per_iteration,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
0,246871,6076,8,8,8,basic-multirow_both,8_8_8,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,379701,3951,4,1,1,basic-multirow_both,4_1_1,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,368527,4070,4,1,2,basic-multirow_both,4_1_2,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,370376,4050,4,1,4,basic-multirow_both,4_1_4,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,370213,4052,4,1,8,basic-multirow_both,4_1_8,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,396227,3786,4,2,1,basic-multirow_both,4_2_1,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,287023,5226,4,2,2,basic-multirow_both,4_2_2,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,325618,4607,4,2,4,basic-multirow_both,4_2_4,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,205320,7307,4,2,8,basic-multirow_both,4_2_8,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,838370,1790,4,4,1,basic-multirow_both,4_4_1,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,409328,3665,4,4,2,basic-multirow_both,4_4_2,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,352320,4258,4,4,4,basic-multirow_both,4_4_4,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,242506,6185,4,4,8,basic-multirow_both,4_4_8,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,661251,2269,4,8,1,basic-multirow_both,4_8_1,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,539153,2782,4,8,2,basic-multirow_both,4_8_2,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,340136,4410,4,8,4,basic-multirow_both,4_8_4,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,281443,5329,4,8,8,basic-multirow_both,4_8_8,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,404793,3706,8,1,1,basic-multirow_both,8_1_1,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,329922,4546,8,1,2,basic-multirow_both,8_1_2,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,325803,4604,8,1,4,basic-multirow_both,8_1_4,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,330966,4533,8,1,8,basic-multirow_both,8_1_8,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,485401,3090,8,2,1,basic-multirow_both,8_2_1,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,393922,3809,8,2,2,basic-multirow_both,8_2_2,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,376918,3979,8,2,4,basic-multirow_both,8_2_4,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,341078,4397,8,2,8,basic-multirow_both,8_2_8,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,873122,1718,8,4,1,basic-multirow_both,8_4_1,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,502294,2987,8,4,2,basic-multirow_both,8_4_2,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,433994,3457,8,4,4,basic-multirow_both,8_4_4,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
0,361527,4149,8,4,8,basic-multirow_both,8_4_8,128_128_1_1,32768,128,128,16384,1,1,1x1,one_to_one
