,Kernel,Kernel_iterations,warps_per_thread_block,left_matrices_per_thread,right_matrices_per_thread,rows_per_thread,distribution_type,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
5,1991949,755,8,1,4,1,none,multimat-both,8_1_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
6,1991874,754,8,1,4,1,none,multimat-both,8_1_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
7,1991893,754,8,1,4,1,none,multimat-both,8_1_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
8,1991965,757,8,1,4,1,none,multimat-both,8_1_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
9,1991915,754,8,1,4,1,none,multimat-both,8_1_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
0,3209981,468,8,2,1,1,none,multimat-both,8_2_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
1,3210005,468,8,2,1,1,none,multimat-both,8_2_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
2,3210030,468,8,2,1,1,none,multimat-both,8_2_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
3,3209935,468,8,2,1,1,none,multimat-both,8_2_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
4,3209946,468,8,2,1,1,none,multimat-both,8_2_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
5,3210019,468,8,2,1,1,none,multimat-both,8_2_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
6,3210036,468,8,2,1,1,none,multimat-both,8_2_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
7,3209972,468,8,2,1,1,none,multimat-both,8_2_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
8,3209920,468,8,2,1,1,none,multimat-both,8_2_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
9,3209997,468,8,2,1,1,none,multimat-both,8_2_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
0,2089730,731,8,2,2,1,none,multimat-both,8_2_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
1,2088635,719,8,2,2,1,none,multimat-both,8_2_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
2,2089213,719,8,2,2,1,none,multimat-both,8_2_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
3,2089637,719,8,2,2,1,none,multimat-both,8_2_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
4,2089557,720,8,2,2,1,none,multimat-both,8_2_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
5,2089338,719,8,2,2,1,none,multimat-both,8_2_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
6,2091777,716,8,2,2,1,none,multimat-both,8_2_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
7,2088599,719,8,2,2,1,none,multimat-both,8_2_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
8,2090096,718,8,2,2,1,none,multimat-both,8_2_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
9,2088965,719,8,2,2,1,none,multimat-both,8_2_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
0,1427449,1097,8,2,4,1,none,multimat-both,8_2_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
1,1427697,1057,8,2,4,1,none,multimat-both,8_2_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
2,1427633,1064,8,2,4,1,none,multimat-both,8_2_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
3,1427684,1067,8,2,4,1,none,multimat-both,8_2_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
4,1427721,1051,8,2,4,1,none,multimat-both,8_2_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
5,1427678,1051,8,2,4,1,none,multimat-both,8_2_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
6,1427687,1051,8,2,4,1,none,multimat-both,8_2_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
7,1426192,1056,8,2,4,1,none,multimat-both,8_2_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
8,1427696,1060,8,2,4,1,none,multimat-both,8_2_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
9,1427679,1066,8,2,4,1,none,multimat-both,8_2_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
0,2918938,500,8,4,1,1,none,multimat-both,8_4_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
1,2916890,515,8,4,1,1,none,multimat-both,8_4_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
2,2916821,515,8,4,1,1,none,multimat-both,8_4_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
3,2916698,515,8,4,1,1,none,multimat-both,8_4_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
4,2916711,515,8,4,1,1,none,multimat-both,8_4_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
5,2916823,515,8,4,1,1,none,multimat-both,8_4_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
6,2916668,515,8,4,1,1,none,multimat-both,8_4_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
7,2916616,515,8,4,1,1,none,multimat-both,8_4_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
8,2916841,515,8,4,1,1,none,multimat-both,8_4_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
9,2916572,515,8,4,1,1,none,multimat-both,8_4_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
0,1671091,921,8,4,2,1,none,multimat-both,8_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
1,1671113,902,8,4,2,1,none,multimat-both,8_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
2,1671139,904,8,4,2,1,none,multimat-both,8_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
3,1670596,898,8,4,2,1,none,multimat-both,8_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
4,1670980,898,8,4,2,1,none,multimat-both,8_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
5,1670629,901,8,4,2,1,none,multimat-both,8_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
6,1671182,901,8,4,2,1,none,multimat-both,8_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
7,1671122,898,8,4,2,1,none,multimat-both,8_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
8,1671213,898,8,4,2,1,none,multimat-both,8_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
9,1670730,902,8,4,2,1,none,multimat-both,8_4_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
0,1167086,1324,8,4,4,1,none,multimat-both,8_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
1,1167706,1302,8,4,4,1,none,multimat-both,8_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
2,1167531,1303,8,4,4,1,none,multimat-both,8_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
3,1167514,1303,8,4,4,1,none,multimat-both,8_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
4,1167568,1309,8,4,4,1,none,multimat-both,8_4_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
