,Kernel,Kernel_iterations,shifts_per_thread_block,shared_mem_row_size,shared_mem_rows,strided_load,column_group_per_block,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
0,28175,53937,16,32,16,0,1,warp-per-shift-shared-memory,16_32_False_True,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,20774,72815,16,32,16,1,0,warp-per-shift-shared-memory,16_32_True_False,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,22932,66315,16,32,16,1,1,warp-per-shift-shared-memory,16_32_True_True,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,23989,63629,16,128,16,0,0,warp-per-shift-shared-memory,16_128_False_False,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,23976,63578,16,128,16,0,1,warp-per-shift-shared-memory,16_128_False_True,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,19343,78467,16,128,16,1,0,warp-per-shift-shared-memory,16_128_True_False,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,19342,78346,16,128,16,1,1,warp-per-shift-shared-memory,16_128_True_True,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,24971,60706,16,256,16,0,0,warp-per-shift-shared-memory,16_256_False_False,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,24958,60749,16,256,16,0,1,warp-per-shift-shared-memory,16_256_False_True,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,20202,74814,16,256,16,1,0,warp-per-shift-shared-memory,16_256_True_False,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,20198,75012,16,256,16,1,1,warp-per-shift-shared-memory,16_256_True_True,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,23841,62836,32,32,32,0,0,warp-per-shift-shared-memory,32_32_False_False,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,26327,56894,32,32,32,0,1,warp-per-shift-shared-memory,32_32_False_True,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,20067,74709,32,32,32,1,0,warp-per-shift-shared-memory,32_32_True_False,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,22973,65209,32,32,32,1,1,warp-per-shift-shared-memory,32_32_True_True,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,21434,69998,32,128,32,0,0,warp-per-shift-shared-memory,32_128_False_False,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,21435,70022,32,128,32,0,1,warp-per-shift-shared-memory,32_128_False_True,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,18175,82138,32,128,32,1,0,warp-per-shift-shared-memory,32_128_True_False,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,18177,82125,32,128,32,1,1,warp-per-shift-shared-memory,32_128_True_True,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,157030,10000,8,32,8,0,0,warp-per-shift-shared-memory,8_32_False_False,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,162707,10000,8,32,8,0,1,warp-per-shift-shared-memory,8_32_False_True,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,121695,10000,8,32,8,1,0,warp-per-shift-shared-memory,8_32_True_False,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,128094,10000,8,32,8,1,1,warp-per-shift-shared-memory,8_32_True_True,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,121424,10000,8,128,8,0,0,warp-per-shift-shared-memory,8_128_False_False,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,122239,10000,8,128,8,0,1,warp-per-shift-shared-memory,8_128_False_True,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,100602,15736,8,128,8,1,0,warp-per-shift-shared-memory,8_128_True_False,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,100745,15602,8,128,8,1,1,warp-per-shift-shared-memory,8_128_True_True,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,122329,10000,8,256,8,0,0,warp-per-shift-shared-memory,8_256_False_False,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,121949,10000,8,256,8,0,1,warp-per-shift-shared-memory,8_256_False_True,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,101180,15405,8,256,8,1,0,warp-per-shift-shared-memory,8_256_True_False,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,102672,15263,8,256,8,1,1,warp-per-shift-shared-memory,8_256_True_True,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,102551,15399,16,32,16,0,0,warp-per-shift-shared-memory,16_32_False_False,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,103531,10000,16,32,16,0,1,warp-per-shift-shared-memory,16_32_False_True,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,82658,19301,16,32,16,1,0,warp-per-shift-shared-memory,16_32_True_False,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,87582,17937,16,32,16,1,1,warp-per-shift-shared-memory,16_32_True_True,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,82823,19082,16,128,16,0,0,warp-per-shift-shared-memory,16_128_False_False,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,82109,19125,16,128,16,0,1,warp-per-shift-shared-memory,16_128_False_True,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,69604,22351,16,128,16,1,0,warp-per-shift-shared-memory,16_128_True_False,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,69744,22228,16,128,16,1,1,warp-per-shift-shared-memory,16_128_True_True,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,86627,17613,16,256,16,0,0,warp-per-shift-shared-memory,16_256_False_False,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,86628,17633,16,256,16,0,1,warp-per-shift-shared-memory,16_256_False_True,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,74728,20484,16,256,16,1,0,warp-per-shift-shared-memory,16_256_True_False,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,74778,20497,16,256,16,1,1,warp-per-shift-shared-memory,16_256_True_True,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,85843,17673,32,32,32,0,0,warp-per-shift-shared-memory,32_32_False_False,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,97237,15565,32,32,32,0,1,warp-per-shift-shared-memory,32_32_False_True,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
