,Kernel,Kernel_iterations,warps_per_thread_block,right_matrices_per_thread,rows_per_thread,distribution_type,num_cuda_streams,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
5,29923321,6,4,4,1,none,20,multimat-right,4_4,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
6,29919072,6,4,4,1,none,20,multimat-right,4_4,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
7,29882879,6,4,4,1,none,20,multimat-right,4_4,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
8,30075780,6,4,4,1,none,20,multimat-right,4_4,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
9,30096359,6,4,4,1,none,20,multimat-right,4_4,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
0,25505023,6,4,8,1,none,20,multimat-right,4_8,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
1,25721716,6,4,8,1,none,20,multimat-right,4_8,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
2,25435810,6,4,8,1,none,20,multimat-right,4_8,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
3,25739865,6,4,8,1,none,20,multimat-right,4_8,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
4,25536048,6,4,8,1,none,20,multimat-right,4_8,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
5,25571266,7,4,8,1,none,20,multimat-right,4_8,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
6,25554904,7,4,8,1,none,20,multimat-right,4_8,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
