,Kernel,Kernel_iterations,warps_per_thread_block,left_matrices_per_thread,right_matrices_per_thread,rows_per_thread,distribution_type,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
9,4847,309457,4,1,2,4,rectangle,multimat-both-work-distribution,4_1_2_4_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,4905,305756,4,1,2,4,triangle,multimat-both-work-distribution,4_1_2_4_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,4912,306222,4,1,2,4,triangle,multimat-both-work-distribution,4_1_2_4_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,4905,306133,4,1,2,4,triangle,multimat-both-work-distribution,4_1_2_4_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,4910,306312,4,1,2,4,triangle,multimat-both-work-distribution,4_1_2_4_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,4905,306241,4,1,2,4,triangle,multimat-both-work-distribution,4_1_2_4_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,4911,306312,4,1,2,4,triangle,multimat-both-work-distribution,4_1_2_4_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,4905,306178,4,1,2,4,triangle,multimat-both-work-distribution,4_1_2_4_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,4910,306306,4,1,2,4,triangle,multimat-both-work-distribution,4_1_2_4_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,4904,306210,4,1,2,4,triangle,multimat-both-work-distribution,4_1_2_4_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,4910,306274,4,1,2,4,triangle,multimat-both-work-distribution,4_1_2_4_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,7940,188893,4,1,2,8,rectangle,multimat-both-work-distribution,4_1_2_8_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,7953,188662,4,1,2,8,rectangle,multimat-both-work-distribution,4_1_2_8_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,7939,189022,4,1,2,8,rectangle,multimat-both-work-distribution,4_1_2_8_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,7953,188633,4,1,2,8,rectangle,multimat-both-work-distribution,4_1_2_8_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,7940,189047,4,1,2,8,rectangle,multimat-both-work-distribution,4_1_2_8_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,7953,188664,4,1,2,8,rectangle,multimat-both-work-distribution,4_1_2_8_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,7939,189098,4,1,2,8,rectangle,multimat-both-work-distribution,4_1_2_8_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,7953,188638,4,1,2,8,rectangle,multimat-both-work-distribution,4_1_2_8_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
