,Kernel,Kernel_iterations,warps_per_thread_block,shifts_per_thread_right_matrix,right_matrices_per_thread,left_rows_per_iteration,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
0,20912,71724,8,4,1,1,multimat-right-multirow-both,8_1_4_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,21300,70413,8,4,1,2,multimat-right-multirow-both,8_1_4_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,19911,75322,8,4,1,4,multimat-right-multirow-both,8_1_4_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,22099,67874,8,1,2,1,multimat-right-multirow-both,8_2_1_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,21666,69231,8,1,2,2,multimat-right-multirow-both,8_2_1_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,20877,71837,8,1,2,4,multimat-right-multirow-both,8_2_1_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,37888,39592,8,2,2,1,multimat-right-multirow-both,8_2_2_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,24384,61500,8,2,2,2,multimat-right-multirow-both,8_2_2_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,25706,58353,8,2,2,4,multimat-right-multirow-both,8_2_2_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,32347,46372,8,4,2,1,multimat-right-multirow-both,8_2_4_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,39514,37963,8,4,2,2,multimat-right-multirow-both,8_2_4_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,35637,42093,8,4,2,4,multimat-right-multirow-both,8_2_4_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,24367,61556,8,1,4,1,multimat-right-multirow-both,8_4_1_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,37041,40493,8,1,4,2,multimat-right-multirow-both,8_4_1_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,26237,57168,8,1,4,4,multimat-right-multirow-both,8_4_1_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,37924,39549,8,2,4,1,multimat-right-multirow-both,8_4_2_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,39927,37569,8,2,4,2,multimat-right-multirow-both,8_4_2_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
